,trans_date,acc_created_date,trans_id,user_id,brand,product_name,quantity,sub_total
1425,2021-08-06 12:57:06,2021-08-06 09:36:54,INV-17049969-22749,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1426,2021-08-06 13:01:41,2021-08-06 13:01:41,INV-15318945-22750,a57e7beac3,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1427,2021-08-06 13:03:53,2021-08-06 09:36:54,INV-32936642-22751,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1428,2021-08-06 13:03:53,2021-08-06 09:36:54,INV-40081365-22751,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1429,2021-08-06 13:03:53,2021-08-06 09:36:54,INV-64850487-22751,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1430,2021-08-06 13:03:53,2021-08-06 09:36:54,INV-97472941-22751,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1431,2021-08-06 13:18:33,2021-08-06 09:36:54,INV-40871564-22753,278e551675,Cooking Magazine,Cooking Magazine Unit Subscription E-Magazine Subscription,1,4080
1432,2021-08-06 13:18:33,2021-08-06 09:36:54,INV-11839145-22753,278e551675,Insight Magazine,Insight Magazine Unit Subscription E-Magazine Subscription,1,6000
1433,2021-08-06 13:18:33,2021-08-06 09:36:54,INV-35007935-22753,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1434,2021-08-06 13:18:33,2021-08-06 09:36:54,INV-56874974-22753,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1435,2021-08-06 13:18:33,2021-08-06 09:36:54,INV-83122314-22753,278e551675,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1436,2021-08-06 14:18:20,2021-08-06 09:36:54,INV-83936401-22754,278e551675,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine Unit Subscription E-Magazine Subscription,1,4200
1437,2021-08-06 15:09:19,2021-08-06 15:09:19,INV-20316829-22758,ccd9db89ca,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1438,2021-08-06 16:33:05,2021-08-06 16:29:35,INV-64142238-22764,15efdd073b,Insight Magazine,Insight Magazine 12 Month E-Magazine Subscription,1,72000
1439,2021-08-06 17:22:27,2020-06-08 18:58:57,INV-82024807-22766,4019b61465,Kids Magazine,Kids Magazine 1 Month E-Magazine Subscription,1,13440
1440,2021-08-06 19:30:56,2021-08-06 19:29:29,INV-67571008-22774,8a2ea7a5f8,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1441,2021-08-06 20:49:07,2021-07-26 06:37:26,INV-53253244-22777,9c9d58a6c7,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1442,2021-08-06 21:56:03,2021-08-06 21:56:03,INV-72618222-22780,a6dc6c19be,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1443,2021-08-07 08:41:55,2021-08-07 08:38:59,INV-77866346-22800,e3eea1a136,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1444,2021-08-07 10:46:17,2021-08-07 10:43:47,INV-40535768-22806,7ef227321b,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1445,2021-08-07 14:02:01,2021-06-02 07:33:20,INV-99965821-22813,b8b099fb47,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1446,2021-08-07 15:03:24,2021-08-07 14:59:53,INV-62928218-22818,84a6b4451a,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,43680
1447,2021-08-07 15:26:45,2021-08-07 14:47:55,INV-69369017-22822,190eb3b5df,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1448,2021-08-07 15:42:03,2021-08-07 15:31:53,INV-83421715-22823,3944631f18,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1449,2021-08-07 20:15:04,2021-08-07 20:15:04,INV-61424529-22834,e9a9562ccc,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1450,2021-08-07 22:40:05,2021-08-07 22:32:11,INV-90015304-22842,31064d2588,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1451,2021-08-08 01:36:26,2021-07-11 22:27:41,INV-28381248-22845,a516e76e9c,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1452,2021-08-08 02:14:46,2021-08-08 01:49:17,INV-60049598-22847,55949bdf31,Insight Magazine,Insight Magazine 12 Month E-Magazine Subscription,1,72000
1453,2021-08-08 09:11:31,2021-08-08 09:11:31,INV-53324011-22855,5517143a7e,Insight Magazine,Insight Magazine 6 Month Printed Subscription,1,135000
1454,2021-08-08 09:26:07,2021-08-08 09:26:07,INV-94742507-22857,6eb4247bc5,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1455,2021-08-08 10:35:28,2021-08-08 10:17:23,INV-81005324-22859,042a3e0576,Insight Magazine,Insight Magazine 12 Month E-Magazine Subscription,1,72000
1456,2021-08-08 10:35:28,2021-08-08 10:17:23,INV-38553436-22859,042a3e0576,Geo Magazine,Geo Magazine 12 Month E-Magazine Subscription,1,172800
1457,2021-08-08 10:35:28,2021-08-08 10:17:23,INV-12033349-22859,042a3e0576,Kids Magazine,Kids Magazine 12 Month E-Magazine Subscription,1,174720
1458,2021-08-08 10:35:28,2021-08-08 10:17:23,INV-89905891-22859,042a3e0576,Automotive Magazine,Automotive Magazine 6 Month E-Magazine Subscription,1,62400
1459,2021-08-08 10:35:28,2021-08-08 10:17:23,INV-37996854-22859,042a3e0576,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 12 Month E-Magazine Subscription,1,50400
1460,2021-08-08 10:35:28,2021-08-08 10:17:23,INV-20810435-22859,042a3e0576,Womens`s Magazine,Womens`s Magazine 6 Month E-Magazine Subscription,1,62400
1461,2021-08-08 13:27:50,2021-08-08 13:26:45,INV-71491645-22866,3cda14f5a2,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1462,2021-08-08 13:36:43,2021-08-08 13:36:43,INV-56004417-22867,3d89f5459b,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1463,2021-08-08 13:36:43,2021-08-08 13:36:43,INV-53109806-22867,3d89f5459b,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1464,2021-08-08 18:34:07,2021-08-08 18:30:30,INV-83072062-22875,9d6d13660d,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1465,2021-08-08 18:45:26,2021-08-08 17:57:11,INV-86917833-22876,96598056e6,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1466,2021-08-08 20:11:12,2021-08-08 20:08:29,INV-41907085-22880,3a0d169423,Kids Magazine,Kids Magazine 1 Month E-Magazine Subscription,1,13440
1467,2021-08-08 21:17:02,2021-08-08 10:56:04,INV-52461070-22889,a0cd29763b,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1468,2021-08-08 21:29:06,2021-08-08 20:44:49,INV-35530259-22891,2f9bc68341,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1469,2021-08-08 21:33:30,2021-08-08 21:28:55,INV-17891567-22899,090100c374,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1470,2021-08-09 06:56:16,2021-08-09 06:47:33,INV-56392288-22903,c3b6de787f,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1471,2021-08-09 06:56:16,2021-08-09 06:47:33,INV-64683942-22903,c3b6de787f,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1472,2021-08-09 09:50:48,2021-08-09 09:50:48,INV-32745012-22906,9c14098c52,Geo Magazine,Geo Magazine 6 Month Printed Subscription,1,324000
1473,2021-08-09 10:06:43,2021-08-09 09:47:14,INV-61165815-22907,1e6eee933e,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1474,2021-08-09 10:06:43,2021-08-09 09:47:14,INV-81076918-22907,1e6eee933e,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,94500
1475,2021-08-09 10:06:43,2021-08-09 09:47:14,INV-82867060-22907,1e6eee933e,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1476,2021-08-09 10:06:43,2021-08-09 09:47:14,INV-23565888-22907,1e6eee933e,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,163800
1477,2021-08-09 10:58:29,2021-08-06 15:23:11,INV-66575919-22909,18c374b40c,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1478,2021-08-09 11:43:36,2021-08-09 11:34:02,INV-46707951-22911,e5581d2a40,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1479,2021-08-09 11:43:36,2021-08-09 11:34:02,INV-57039826-22911,e5581d2a40,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1480,2021-08-09 13:41:43,2021-08-09 13:41:43,INV-16022268-22914,2e3c899808,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1481,2021-08-09 14:14:22,2021-07-30 16:03:51,INV-89918661-22916,d04739406d,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1482,2021-08-09 15:37:48,2021-08-09 15:37:48,INV-18531690-22918,807ce559f5,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,163800
1483,2021-08-09 15:37:48,2021-08-09 15:37:48,INV-49312234-22918,807ce559f5,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1484,2021-08-09 17:30:50,2021-08-09 17:18:56,INV-54600562-22919,56f7723306,Geo Magazine,Geo Magazine 3 Month E-Magazine Subscription,1,43200
1485,2021-08-09 17:30:50,2021-08-09 17:18:56,INV-61983551-22919,56f7723306,Kids Magazine,Kids Magazine 1 Month E-Magazine Subscription,1,13440
1486,2021-08-09 17:30:50,2021-08-09 17:18:56,INV-32905807-22919,56f7723306,Automotive Magazine,Automotive Magazine 1 Month E-Magazine Subscription,1,9600
1487,2021-08-09 17:30:50,2021-08-09 17:18:56,INV-50362424-22919,56f7723306,Insight Magazine,Insight Magazine 3 Month E-Magazine Subscription,1,18000
1488,2021-08-09 19:13:10,2021-08-09 18:52:37,INV-64373235-22924,fb19be5b2f,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1489,2021-08-09 21:09:39,2021-08-09 20:55:42,INV-84249916-22941,84842670cb,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1490,2021-08-09 21:09:39,2021-08-09 20:55:42,INV-21555490-22941,84842670cb,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1491,2021-08-09 21:42:57,2021-08-09 21:42:57,INV-66471891-22945,1d71851d2b,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1492,2021-08-10 07:00:26,2021-08-10 07:00:26,INV-60422900-22954,e53d94d841,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 12 Month Printed Subscription,1,189000
1493,2021-08-10 07:00:26,2021-08-10 07:00:26,INV-96892528-22954,e53d94d841,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1494,2021-08-10 07:08:47,2021-08-10 07:08:47,INV-84113301-22955,0b6a25d01a,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1495,2021-08-10 07:12:22,2021-08-10 06:58:14,INV-77416847-22956,c4636f68a0,Automotive Magazine,Automotive Magazine 1 Month E-Magazine Subscription,1,9600
1496,2021-08-10 07:53:11,2021-08-10 07:47:57,INV-57487049-22961,4a54af5718,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1497,2021-08-10 11:09:57,2021-08-10 11:09:57,INV-23274621-22970,65a0459b5b,Cooking Magazine,Cooking Magazine 12 Month Printed Subscription,1,442000
1498,2021-08-10 11:58:54,2021-08-10 11:56:14,INV-60646246-22972,44d1d01278,Insight Magazine,Insight Magazine Unit Subscription E-Magazine Subscription,1,6000
1499,2021-08-10 12:26:07,2021-08-10 12:26:07,INV-24280008-22975,dbe4f69840,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1500,2021-08-10 12:57:45,2021-08-10 12:57:45,INV-38307633-22980,590075cfce,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1501,2021-08-10 13:12:51,2021-08-08 20:44:49,INV-24877828-22982,2f9bc68341,Insight Magazine,Insight Magazine 12 Month E-Magazine Subscription,1,72000
1502,2021-08-10 13:46:03,2021-08-10 08:48:19,INV-96757662-22985,5b944e9d5f,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1503,2021-08-10 14:22:23,2021-02-10 01:47:25,INV-19376153-22986,be478524e7,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1504,2021-08-10 17:37:41,2021-08-10 17:37:41,INV-56938329-22991,b70da18af8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1505,2021-08-10 18:05:17,2021-08-06 13:51:55,INV-20923042-22993,93d5bb17ba,Insight Magazine,Insight Magazine 3 Month E-Magazine Subscription,1,18000
1506,2021-08-10 19:06:56,2021-08-10 19:01:54,INV-11327167-23000,5117aca330,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1507,2021-08-10 19:27:32,2021-08-10 19:07:16,INV-66362853-23004,c5ff5f6fdd,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1508,2021-08-10 20:00:14,2021-08-10 19:51:35,INV-56733573-23010,0d2552472d,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1509,2021-08-10 21:22:28,2021-08-10 20:50:11,INV-78221803-23015,9c537fb73b,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1510,2021-08-10 21:22:28,2021-08-10 20:50:11,INV-99679492-23015,9c537fb73b,Insight Magazine,Insight Magazine Unit Subscription E-Magazine Subscription,1,6000
1511,2021-08-10 22:12:39,2021-08-10 20:34:33,INV-72126101-23019,61b70bc805,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1512,2021-08-11 08:11:19,2021-08-11 08:08:02,INV-88366815-23035,914b9e9ee6,Womens`s Magazine,Womens`s Magazine Unit Subscription E-Magazine Subscription,1,2400
1513,2021-08-11 08:29:49,2021-08-11 00:25:40,INV-21960789-23036,4274c25fb1,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,163800
1514,2021-08-11 12:20:07,2021-08-11 12:20:07,INV-97832765-23054,6661a2bb08,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1515,2021-08-11 12:20:07,2021-08-11 12:20:07,INV-78878806-23054,6661a2bb08,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1516,2021-08-11 12:40:48,2021-08-11 12:40:19,INV-45493751-23057,b411113042,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1517,2021-08-11 14:15:47,2021-08-04 13:05:58,INV-43924010-23061,dc9d34170e,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1518,2021-08-11 14:15:47,2021-08-04 13:05:58,INV-39603563-23061,dc9d34170e,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1519,2021-08-11 14:15:47,2021-08-04 13:05:58,INV-75128856-23061,dc9d34170e,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1520,2021-08-11 14:53:27,2021-08-11 14:35:28,INV-67591754-23063,ba9a5050d9,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,94500
1521,2021-08-11 15:01:01,2021-08-09 23:09:27,INV-90075273-23064,5675254f21,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1522,2021-08-11 15:11:51,2021-08-11 15:11:51,INV-56878074-23065,a3d7e21fb5,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1523,2021-08-11 17:26:44,2021-08-11 17:11:45,INV-43639059-23070,54ed92655f,Geo Magazine,Geo Magazine 12 Month E-Magazine Subscription,1,172800
1524,2021-08-11 19:09:25,2021-08-11 19:09:25,INV-95835404-23078,a6dc6c19be,Womens`s Magazine,Womens`s Magazine Unit Subscription E-Magazine Subscription,1,2400
1525,2021-08-11 20:42:50,2021-08-11 20:41:09,INV-23579047-23080,b476e3738f,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1526,2021-08-11 20:47:15,2021-08-11 20:41:09,INV-60660606-23081,b476e3738f,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1527,2021-08-11 21:10:52,2021-08-11 20:50:43,INV-94728022-23082,85ff83beff,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,94500
1528,2021-08-11 21:34:21,2021-08-11 21:30:40,INV-10827845-23084,eb01491dec,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1529,2021-08-11 22:18:07,2021-08-11 22:03:46,INV-54701851-23088,b8b2494d2f,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1530,2021-08-12 07:23:48,2021-08-12 07:21:24,INV-14164554-23095,db16ce0d4b,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1531,2021-08-12 07:32:46,2021-07-23 18:54:16,INV-29759356-23096,ae90f57db6,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1532,2021-08-12 07:32:46,2021-07-23 18:54:16,INV-60902750-23096,ae90f57db6,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1533,2021-08-12 10:52:54,2021-08-12 10:50:50,INV-43830182-23105,35598e2bfd,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,43680
1534,2021-08-12 14:00:36,2021-02-15 13:35:19,INV-70864852-23112,2ee6a6bdd3,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,94500
1535,2021-08-12 15:45:04,2021-08-12 15:45:04,INV-12824140-23117,5984d0cb91,Kids Magazine,Kids Magazine 6 Month E-Magazine Subscription,1,87360
1536,2021-08-12 18:05:49,2020-09-24 18:37:26,INV-91527440-23128,39018fd891,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1537,2021-08-12 18:14:48,2021-08-12 18:14:48,INV-92122496-23129,78eb7ca5a6,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1538,2021-08-12 18:14:48,2021-08-12 18:14:48,INV-93531653-23129,78eb7ca5a6,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1539,2021-08-12 18:29:35,2021-08-10 11:38:02,INV-81258820-23131,56563029fb,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1540,2021-08-12 19:22:31,2021-07-05 10:26:07,INV-39163031-23137,ddad6cdeae,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1541,2021-08-12 20:37:22,2021-08-12 18:48:38,INV-54208879-23148,ac3677f766,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,163800
1542,2021-08-12 22:38:07,2021-08-12 22:37:25,INV-74921526-23162,208c5def75,Kids Magazine,Kids Magazine 6 Month E-Magazine Subscription,1,87360
1543,2021-08-12 22:48:30,2021-08-12 22:37:25,INV-85335672-23165,208c5def75,Womens`s Magazine,Womens`s Magazine 6 Month E-Magazine Subscription,1,62400
1544,2021-08-12 22:50:24,2021-01-22 16:19:36,INV-15571410-23166,1a0a09ee29,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 12 Month E-Magazine Subscription,1,50400
1545,2021-08-12 22:50:24,2021-01-22 16:19:36,INV-70760395-23166,1a0a09ee29,Kids Magazine,Kids Magazine 12 Month E-Magazine Subscription,1,174720
1546,2021-08-13 02:35:37,2021-08-13 02:28:39,INV-6122184.-23171,c6d7938603,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1547,2021-08-13 02:35:37,2021-08-13 02:28:39,INV-16458727-23171,c6d7938603,Insight Magazine,Insight Magazine Unit Subscription E-Magazine Subscription,1,6000
1548,2021-08-13 09:37:41,2021-08-13 09:31:35,INV-59561666-23178,c61763eaac,Kids Magazine,Kids Magazine 1 Month E-Magazine Subscription,1,13440
1549,2021-08-13 11:32:48,2021-08-13 11:30:21,INV-82817258-23185,db8162e65a,Womens`s Magazine,Womens`s Magazine Unit Subscription E-Magazine Subscription,1,2400
1550,2021-08-13 14:08:43,2021-08-13 13:36:14,INV-35556963-23196,9789605a42,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1551,2021-08-13 14:58:20,2021-08-13 14:50:27,INV-70410103-23197,b71d1939df,Geo Magazine,Geo Magazine 6 Month Printed Subscription,1,324000
1552,2021-08-13 16:59:29,2021-08-13 16:59:29,INV-1885510.-23198,f62b926b18,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1553,2021-08-13 17:39:52,2021-08-13 17:34:08,INV-63461007-23203,bae76c05dc,Kids Magazine,Kids Magazine 1 Month E-Magazine Subscription,1,13440
1554,2021-08-13 19:56:44,2021-08-13 19:56:44,INV-83938511-23206,8e8dfb3db1,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1555,2021-08-13 22:09:35,2021-08-09 17:09:12,INV-87209022-23217,683e28b627,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1556,2021-08-14 07:52:35,2021-08-14 07:36:46,INV-45689585-23228,d2756b9485,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1557,2021-08-14 08:21:09,2021-08-14 08:21:09,INV-57496469-23229,ca67a1b602,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1558,2021-08-14 08:21:09,2021-08-14 08:21:09,INV-93075946-23229,ca67a1b602,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1559,2021-08-14 10:41:36,2021-08-14 10:30:43,INV-51620307-23230,3094f4446b,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,163800
1560,2021-08-14 10:41:36,2021-08-14 10:30:43,INV-34008357-23230,3094f4446b,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1561,2021-08-14 10:46:41,2021-08-14 10:36:13,INV-63183518-23231,ff548073ef,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,163800
1562,2021-08-14 12:51:28,2021-08-14 12:51:28,INV-88135450-23236,aa99b07c9a,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1563,2021-08-14 12:56:20,2021-08-14 12:52:31,INV-84784775-23237,5d4d164706,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,409500
1564,2021-08-14 15:04:57,2021-08-14 14:36:31,INV-58449095-23242,62e0efa314,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1565,2021-08-14 15:11:08,2021-08-14 14:36:31,INV-70140195-23244,62e0efa314,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,94500
1566,2021-08-14 18:38:23,2021-08-14 18:34:10,INV-52080442-23259,764bf464b9,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1567,2021-08-14 20:15:40,2021-08-14 20:15:40,INV-74652108-23264,7a332ec1df,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
1568,2021-08-14 23:22:25,2021-08-14 22:25:59,INV-63370901-23275,5e9054eed8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1569,2021-08-15 00:22:27,2021-06-30 14:43:58,INV-42227017-23277,ba154865d6,Geo Magazine,Geo Magazine 6 Month Printed Subscription,1,324000
1570,2021-08-15 09:35:19,2021-08-15 09:35:19,INV-14829438-23296,9da0a076e0,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1571,2021-08-15 10:00:13,2021-08-15 09:56:43,INV-91679825-23297,8cd69d9b68,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1572,2021-08-15 12:36:04,2021-08-15 12:33:52,INV-78554544-23307,e8eea39644,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1573,2021-08-15 17:35:41,2021-08-15 17:35:41,INV-20283314-23329,fe28f071a1,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1574,2021-08-15 17:35:41,2021-08-15 17:35:41,INV-84229580-23329,fe28f071a1,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1575,2021-08-15 18:25:16,2021-08-15 18:21:36,INV-65752944-23335,1df7ddd918,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,270000
1576,2021-08-15 18:25:16,2021-08-15 18:21:36,INV-81373173-23335,1df7ddd918,Insight Magazine,Insight Magazine 12 Month E-Magazine Subscription,1,72000
1577,2021-08-15 22:19:53,2021-08-15 22:13:15,INV-57969002-23352,48b053dd3c,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,648000
1578,2021-08-15 22:19:53,2021-08-15 22:13:15,INV-23333455-23352,48b053dd3c,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1579,2021-08-15 22:19:53,2021-08-15 22:13:15,INV-59520838-23352,48b053dd3c,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1580,2021-08-15 23:16:17,2021-08-15 23:16:17,INV-44915453-23357,c4e75944f7,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1581,2021-08-15 23:16:17,2021-08-15 23:16:17,INV-99904779-23357,c4e75944f7,Geo Magazine,Geo Magazine 6 Month Printed Subscription,1,324000
1582,2021-08-16 05:05:37,2021-02-24 17:23:46,INV-84034489-23359,751a4d720b,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,204750
1583,2021-08-16 09:22:09,2021-08-16 09:22:09,INV-83051845-23368,47052691a7,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,327600
1584,2021-08-16 09:59:45,2021-08-16 09:57:51,INV-91211558-23369,d6455fc978,Geo Magazine,Geo Magazine Unit Subscription E-Magazine Subscription,1,14400
1585,2021-08-16 10:16:42,2021-02-12 18:31:05,INV-46014756-23371,daa556c2e4,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1586,2021-08-16 10:56:30,2021-08-16 10:46:46,INV-42335455-23374,e25f2e39e9,Insight Magazine,Insight Magazine 6 Month E-Magazine Subscription,1,36000
1587,2021-08-16 11:20:09,2021-08-01 09:51:23,INV-95327425-23376,dcae851e19,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,655200
1588,2021-08-16 12:04:45,2021-08-16 08:13:07,INV-83255161-23379,38674b13d8,Insight Magazine,Insight Magazine Unit Subscription E-Magazine Subscription,1,6000
1589,2021-08-16 15:58:45,2021-08-16 15:58:45,INV-60425956-23394,5984d0cb91,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,327600
1590,2021-08-16 20:56:17,2021-08-16 20:55:12,INV-78226592-23444,be4e76fc1e,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,3360
